,Climate_date,Temp Max (° F),Temp Avg (° F),Temp Min (° F),Dew Max (° F),Dew Avg (° F),Dew Min (° F),Humidity Max (%),Humidity Avg (%),Humidity Min (%),Wind Max (mph),Wind Avg (mph),Wind Min (mph),Pressure Max (Hg),Pressure Avg (Hg),Pressue Min (Hg),Precipation Max (in),Precipation Avg (in),Precipation Min (in),arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,Crime_date,Crime_time (CT)
1969,2015-05-24,72.0,66.0,59.0,62.0,54.0,45.0,93.0,-,48.0,15.0,-,4.0,30.19,-,29.9,-,0.36,-,True,1234,018XX S OAKLEY AVE,JC325468,31,2019-06-28T09:43:00.000,UNLAWFUL POSS OF HANDGUN,12,False,15,11738744,143A,41.85640954,"{'latitude': '41.85640954', 'longitude': '-87.683312596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.68331259600001,WEAPONS VIOLATION,2019-07-05T16:13:31.000,25,1161331,1890936,2019,2019-06-28,09:43:00
1970,2015-05-25,78.0,72.0,65.0,66.0,62.0,58.0,78.0,-,54.0,26.0,-,5.0,29.95,-,29.83,-,0.07,-,False,322,0000X E 71ST ST,JC325424,69,2019-06-28T09:41:00.000,RETAIL THEFT,3,False,06,11738452,0860,41.76556265,"{'latitude': '41.76556265', 'longitude': '-87.622561205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.622561205,THEFT,2019-07-05T16:13:31.000,6,1178155,1857963,2019,2019-06-28,09:41:00
1971,2015-05-26,74.0,69.0,64.0,67.0,64.0,60.0,93.0,-,68.0,31.0,-,7.0,29.93,-,29.74,-,0.5,-,False,321,068XX S DORCHESTER AVE,JC325427,43,2019-06-28T09:40:00.000,DOMESTIC BATTERY SIMPLE,3,True,08B,11738481,0486,41.770942948000005,"{'latitude': '41.770942948', 'longitude': '-87.591114787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.59111478700001,BATTERY,2019-07-05T16:13:31.000,5,1186717,1859996,2019,2019-06-28,09:40:00
1972,2015-05-27,74.0,67.0,59.0,61.0,58.0,53.0,87.0,-,49.0,23.0,-,0.0,30.13,-,29.82,-,0.0,-,True,1235,007XX W 19TH PL,JC325755,31,2019-06-28T09:37:00.000,UNLAWFUL POSS OF HANDGUN,12,False,15,11738797,143A,41.856011155,"{'latitude': '41.856011155', 'longitude': '-87.645537664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.645537664,WEAPONS VIOLATION,2019-07-05T16:13:31.000,11,1171623,1890871,2019,2019-06-28,09:37:00
1973,2015-05-28,82.0,68.0,54.0,57.0,54.0,52.0,93.0,-,36.0,16.0,-,0.0,30.2,-,30.04,-,0.0,-,False,1225,021XX W GLADYS AVE,JC325438,28,2019-06-28T09:36:00.000,RECKLESS FIREARM DISCHARGE,12,False,15,11738558,1477,41.876905693000005,"{'latitude': '41.876905693', 'longitude': '-87.680292255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.680292255,WEAPONS VIOLATION,2019-07-06T15:59:50.000,27,1162097,1898411,2019,2019-06-28,09:36:00
1974,2015-05-29,81.0,72.0,63.0,67.0,63.0,55.0,87.0,-,54.0,25.0,-,4.0,30.04,-,29.88,-,0.2,-,False,311,061XX S WABASH AVE,JC325449,40,2019-06-28T09:30:00.000,TO VEHICLE,3,False,14,11738454,1320,41.782842728,"{'latitude': '41.782842728', 'longitude': '-87.623774676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.62377467600001,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,20,1177772,1864257,2019,2019-06-28,09:30:00
1975,2015-05-30,71.0,58.0,44.0,65.0,52.0,38.0,100.0,-,76.0,29.0,-,0.0,30.14,-,29.92,-,0.41,-,False,1833,008XX N MICHIGAN AVE,JC325713,8,2019-06-28T09:30:00.000,FROM BUILDING,18,False,06,11738726,0890,41.897895128,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.624096605,THEFT,2019-07-05T16:13:31.000,2,1177338,1906181,2019,2019-06-28,09:30:00
1976,2015-05-31,55.0,49.0,42.0,42.0,39.0,37.0,89.0,-,54.0,26.0,-,8.0,30.23,-,30.1,-,0.0,-,False,1614,055XX N CUMBERLAND AVE,JC325853,10,2019-06-28T09:30:00.000,TO VEHICLE,16,False,14,11738904,1320,41.980349758,"{'latitude': '41.980349758', 'longitude': '-87.836582213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE-GARAGE,-87.83658221299999,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,41,1119315,1935821,2019,2019-06-28,09:30:00
1977,2015-06-01,60.0,52.0,44.0,43.0,39.0,34.0,77.0,-,43.0,17.0,-,5.0,30.27,-,30.2,-,0.0,-,False,1524,055XX W HURON ST,JC325444,25,2019-06-28T09:24:00.000,SIMPLE,15,False,08A,11738562,0560,41.892935596,"{'latitude': '41.892935596', 'longitude': '-87.76396501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.76396501,ASSAULT,2019-07-05T16:13:31.000,37,1139271,1904090,2019,2019-06-28,09:24:00
1978,2015-06-02,70.0,56.0,42.0,47.0,43.0,37.0,83.0,-,33.0,15.0,-,0.0,30.22,-,30.08,-,0.0,-,False,1912,044XX N RAVENSWOOD AVE,JC325518,3,2019-06-28T09:20:00.000,TO VEHICLE,19,False,14,11738521,1320,41.962184987,"{'latitude': '41.962184987', 'longitude': '-87.673995209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.673995209,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,47,1163573,1929500,2019,2019-06-28,09:20:00
1979,2015-06-03,77.0,64.0,50.0,55.0,51.0,44.0,89.0,-,46.0,15.0,-,0.0,30.09,-,29.95,-,0.0,-,False,725,016XX W MARQUETTE RD,JC325393,67,2019-06-28T09:20:00.000,DOMESTIC BATTERY SIMPLE,7,True,08B,11738622,0486,41.772180547,"{'latitude': '41.772180547', 'longitude': '-87.664855255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.664855255,BATTERY,2019-07-05T16:13:31.000,16,1166598,1860282,2019,2019-06-28,09:20:00
1980,2015-06-04,81.0,69.0,57.0,63.0,59.0,52.0,86.0,-,51.0,14.0,-,0.0,30.01,-,29.94,-,0.0,-,False,221,046XX S DREXEL BLVD,JC325432,39,2019-06-28T09:15:00.000,TO PROPERTY,2,True,14,11738657,1310,41.810647210999996,"{'latitude': '41.810647211', 'longitude': '-87.604397372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.60439737200001,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,4,1182971,1874433,2019,2019-06-28,09:15:00
1981,2015-06-05,70.0,63.0,55.0,59.0,54.0,50.0,93.0,-,67.0,25.0,-,5.0,30.15,-,29.99,-,0.0,-,False,121,004XX W JACKSON BLVD,JC325433,28,2019-06-28T09:15:00.000,DOMESTIC BATTERY SIMPLE,1,True,08B,11738567,0486,41.878056097,"{'latitude': '41.878056097', 'longitude': '-87.638761546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.638761546,BATTERY,2019-07-05T16:13:31.000,42,1173404,1898919,2019,2019-06-28,09:15:00
1982,2015-06-06,71.0,62.0,52.0,52.0,49.0,46.0,89.0,-,53.0,14.0,-,0.0,30.18,-,29.98,-,0.0,-,False,1121,009XX N HOMAN AVE,JC326580,23,2019-06-28T09:05:00.000,CHILD ABUSE,11,True,08B,11739298,1750,41.898588493000005,"{'latitude': '41.898588493', 'longitude': '-87.711535607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.711535607,OFFENSE INVOLVING CHILDREN,2019-07-05T16:13:31.000,27,1153531,1906249,2019,2019-06-28,09:05:00
1983,2015-06-07,81.0,68.0,55.0,71.0,63.0,47.0,90.0,-,67.0,21.0,-,5.0,29.96,-,29.64,-,0.36,-,False,2433,062XX N BROADWAY,JC327287,77,2019-06-28T09:05:00.000,RETAIL THEFT,24,False,06,11739935,0860,41.995193055,"{'latitude': '41.995193055', 'longitude': '-87.660426011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROCERY FOOD STORE,-87.660426011,THEFT,2019-07-05T16:13:31.000,48,1167169,1941557,2019,2019-06-28,09:05:00
1984,2015-06-08,84.0,73.0,61.0,67.0,62.0,54.0,93.0,-,40.0,28.0,-,5.0,29.77,-,29.64,-,0.04,-,False,1024,019XX S DRAKE AVE,JC325399,29,2019-06-28T09:03:00.000,SIMPLE,10,False,08B,11738578,0460,41.854390309,"{'latitude': '41.854390309', 'longitude': '-87.713696426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.713696426,BATTERY,2019-07-05T16:13:31.000,24,1153059,1890139,2019,2019-06-28,09:03:00
1985,2015-06-09,85.0,73.0,60.0,60.0,57.0,53.0,84.0,-,40.0,15.0,-,5.0,29.83,-,29.7,-,0.0,-,False,733,070XX S MAY ST,JC325412,68,2019-06-28T09:00:00.000,OVER $500,7,False,06,11738572,0810,41.765990733,"{'latitude': '41.765990733', 'longitude': '-87.652925753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","SCHOOL, PRIVATE, BUILDING",-87.65292575299999,THEFT,2019-07-05T16:13:31.000,6,1169870,1858052,2019,2019-06-28,09:00:00
1986,2015-06-10,92.0,80.0,68.0,67.0,62.0,57.0,68.0,-,44.0,23.0,-,4.0,29.83,-,29.67,-,0.0,-,False,924,013XX W 47TH ST,JC325536,61,2019-06-28T09:00:00.000,SIMPLE,9,False,08A,11738522,0560,41.808698909,"{'latitude': '41.808698909', 'longitude': '-87.657840305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.657840305,ASSAULT,2019-07-05T16:13:31.000,20,1168407,1873604,2019,2019-06-28,09:00:00
1987,2015-06-11,72.0,65.0,58.0,61.0,57.0,54.0,93.0,-,57.0,20.0,-,0.0,29.87,-,29.77,-,0.27,-,False,331,069XX S PAXTON AVE,JC326834,43,2019-06-28T09:00:00.000,$500 AND UNDER,3,True,06,11739574,0820,41.769398466,"{'latitude': '41.769398466', 'longitude': '-87.571495105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.571495105,THEFT,2019-07-05T16:13:31.000,5,1192074,1859480,2019,2019-06-28,09:00:00
1988,2015-06-12,67.0,62.0,56.0,64.0,58.0,54.0,100.0,-,86.0,16.0,-,0.0,29.96,-,29.71,-,0.13,-,False,1724,043XX N RICHMOND ST,JC327347,16,2019-06-28T09:00:00.000,UNLAWFUL ENTRY,17,False,05,11739968,0620,41.960188762,"{'latitude': '41.960188762', 'longitude': '-87.702102003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.702102003,BURGLARY,2019-07-05T16:13:31.000,33,1155934,1928715,2019,2019-06-28,09:00:00
1989,2015-06-13,86.0,71.0,56.0,69.0,61.0,55.0,100.0,-,59.0,17.0,-,0.0,29.96,-,29.86,-,0.4,-,False,331,070XX S MERRILL AVE,JC325417,43,2019-06-28T09:00:00.000,TO PROPERTY,3,True,14,11738647,1310,41.766980231999995,"{'latitude': '41.766980232', 'longitude': '-87.572660059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.572660059,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,5,1191764,1858596,2019,2019-06-28,09:00:00
1990,2015-06-14,83.0,76.0,68.0,70.0,68.0,66.0,100.0,-,63.0,17.0,-,0.0,29.94,-,29.88,-,0.6,-,False,1712,035XX W ARGYLE ST,JC327084,14,2019-06-28T09:00:00.000,OVER $500,17,False,06,11739760,0810,41.972001371,"{'latitude': '41.972001371', 'longitude': '-87.717544328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.71754432799999,THEFT,2019-07-05T16:13:31.000,33,1151703,1932989,2019,2019-06-28,09:00:00
1991,2015-06-15,80.0,74.0,68.0,73.0,70.0,68.0,93.0,-,69.0,18.0,-,0.0,29.96,-,29.85,-,2.56,-,False,422,081XX S HOUSTON AVE,HR439906,46,2019-06-28T08:55:00.000,FIRST DEGREE MURDER,4,False,01A,24627,0110,41.747370809,"{'latitude': '41.747370809', 'longitude': '-87.550387856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.550387856,HOMICIDE,2019-07-05T16:13:31.000,7,1197905,1851505,2019,2019-06-28,08:55:00
1992,2015-06-16,72.0,64.0,56.0,65.0,54.0,44.0,93.0,-,44.0,14.0,-,5.0,30.16,-,29.98,-,0.0,-,False,1614,085XX W CATALPA AVE,JC325369,76,2019-06-28T08:50:00.000,DOMESTIC BATTERY SIMPLE,16,True,08B,11738426,0486,41.979240984,"{'latitude': '41.979240984', 'longitude': '-87.84037528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.84037528,BATTERY,2019-07-05T16:13:31.000,41,1118286,1935411,2019,2019-06-28,08:50:00
1993,2015-06-17,72.0,64.0,56.0,65.0,58.0,45.0,90.0,-,62.0,9.0,-,0.0,30.06,-,29.94,-,0.14,-,True,613,085XX S ADA ST,JC325457,71,2019-06-28T08:47:00.000,TO VEHICLE,6,False,26,11738634,1360,41.73906616,"{'latitude': '41.73906616', 'longitude': '-87.657075609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.657075609,CRIMINAL TRESPASS,2019-07-05T16:13:31.000,21,1168815,1848232,2019,2019-06-28,08:47:00
1994,2015-06-18,79.0,69.0,58.0,70.0,65.0,50.0,100.0,-,54.0,21.0,-,0.0,30.06,-,29.91,-,0.27,-,True,631,082XX S ELLIS AVE,JC325401,44,2019-06-28T08:45:00.000,DOMESTIC BATTERY SIMPLE,6,True,08B,11738570,0486,41.744932898,"{'latitude': '41.744932898', 'longitude': '-87.600153957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.600153957,BATTERY,2019-07-05T16:13:31.000,8,1184332,1850497,2019,2019-06-28,08:45:00
1995,2015-06-19,67.0,61.0,54.0,53.0,49.0,46.0,77.0,-,58.0,16.0,-,5.0,30.11,-,29.97,-,0.0,-,False,631,082XX S ELLIS AVE,JC325400,44,2019-06-28T08:30:00.000,TO PROPERTY,6,False,14,11738569,1310,41.744932898,"{'latitude': '41.744932898', 'longitude': '-87.600153957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.600153957,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,8,1184332,1850497,2019,2019-06-28,08:30:00
1996,2015-06-20,78.0,66.0,53.0,68.0,58.0,45.0,78.0,-,62.0,25.0,-,0.0,29.95,-,29.7,-,0.31,-,False,2211,034XX W 111TH ST,JC326164,74,2019-06-28T08:30:00.000,TO PROPERTY,22,False,14,11739020,1310,41.691460625,"{'latitude': '41.691460625', 'longitude': '-87.707496862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.70749686200001,CRIMINAL DAMAGE,2019-07-05T16:13:31.000,19,1155180,1830781,2019,2019-06-28,08:30:00
1997,2015-06-21,84.0,76.0,67.0,68.0,65.0,60.0,100.0,-,44.0,16.0,-,4.0,29.94,-,29.8,-,0.0,-,False,131,013XX S WABASH AVE,JC325363,33,2019-06-28T08:30:00.000,$500 AND UNDER,1,False,06,11739666,0820,41.865336883000005,"{'latitude': '41.865336883', 'longitude': '-87.625785555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.625785555,THEFT,2019-07-05T16:13:31.000,3,1176976,1894313,2019,2019-06-28,08:30:00
1998,2015-06-22,83.0,75.0,66.0,74.0,71.0,65.0,97.0,-,69.0,28.0,-,0.0,29.98,-,29.7,-,0.09,-,False,123,007XX S FINANCIAL PL,JC326448,32,2019-06-28T08:30:00.000,UNLAWFUL ENTRY,1,False,05,11739261,0620,41.87285385,"{'latitude': '41.87285385', 'longitude': '-87.632576028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.63257602799999,BURGLARY,2019-07-05T16:13:31.000,4,1175104,1897037,2019,2019-06-28,08:30:00
1999,2015-06-23,82.0,73.0,63.0,70.0,55.0,48.0,87.0,-,33.0,22.0,-,0.0,30.09,-,29.77,-,0.0,-,False,631,082XX S COTTAGE GROVE AVE,JC325483,44,2019-06-28T08:30:00.000,OTHER VEHICLE OFFENSE,6,False,26,11738502,5002,41.745340135999996,"{'latitude': '41.745340136', 'longitude': '-87.605070606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.605070606,OTHER OFFENSE,2019-07-05T16:13:31.000,8,1182989,1850634,2019,2019-06-28,08:30:00
2000,2015-06-24,79.0,70.0,60.0,62.0,58.0,53.0,84.0,-,50.0,15.0,-,0.0,30.15,-,30.03,-,0.0,-,False,421,076XX S PHILLIPS AVE,JC325587,43,2019-06-28T08:30:00.000,UNLAWFUL ENTRY,4,False,05,11738614,0620,41.756734991,"{'latitude': '41.756734991', 'longitude': '-87.565117456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.56511745600001,BURGLARY,2019-07-05T16:13:31.000,7,1193855,1854881,2019,2019-06-28,08:30:00
2001,2015-06-25,79.0,70.0,61.0,67.0,64.0,55.0,93.0,-,62.0,15.0,-,0.0,30.02,-,29.93,-,1.01,-,False,421,077XX S SAGINAW AVE,JC325338,43,2019-06-28T08:28:00.000,SIMPLE,4,False,08A,11738442,0560,41.754598314,"{'latitude': '41.754598314', 'longitude': '-87.559968073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.559968073,ASSAULT,2019-07-05T16:13:31.000,7,1195267,1854115,2019,2019-06-28,08:28:00
2002,2015-06-26,67.0,63.0,58.0,61.0,58.0,54.0,97.0,-,81.0,16.0,-,5.0,30.02,-,29.94,-,0.13,-,False,334,074XX S COLFAX AVE,JC325459,43,2019-06-28T08:24:00.000,SIMPLE,3,True,08A,11738669,0560,41.760142627,"{'latitude': '41.760142627', 'longitude': '-87.562133631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.56213363100001,ASSAULT,2019-07-05T16:13:31.000,7,1194658,1856130,2019,2019-06-28,08:24:00
2003,2015-06-27,76.0,66.0,56.0,56.0,50.0,45.0,87.0,-,33.0,20.0,-,0.0,30.0,-,29.94,-,0.0,-,True,1122,006XX N HAMLIN AVE,JC325362,23,2019-06-28T08:21:00.000,SIMPLE,11,False,08B,11738469,0460,41.892388507,"{'latitude': '41.892388507', 'longitude': '-87.721100945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE PORCH/HALLWAY,-87.721100945,BATTERY,2019-07-05T16:13:31.000,27,1150943,1903971,2019,2019-06-28,08:21:00
2004,2015-06-28,79.0,67.0,54.0,62.0,54.0,47.0,93.0,-,35.0,14.0,-,0.0,29.94,-,29.81,-,0.02,-,False,934,052XX S MORGAN ST,JC325349,61,2019-06-28T08:20:00.000,DOMESTIC BATTERY SIMPLE,9,False,08B,11738478,0486,41.799240504000004,"{'latitude': '41.799240504', 'longitude': '-87.650142607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.650142607,BATTERY,2019-07-05T16:13:31.000,20,1170533,1870174,2019,2019-06-28,08:20:00
2005,2015-06-29,75.0,70.0,64.0,65.0,63.0,60.0,93.0,-,64.0,13.0,-,0.0,29.82,-,29.77,-,0.62,-,False,2531,016XX N MAYFIELD AVE,JC325364,25,2019-06-28T08:20:00.000,SIMPLE,25,False,08B,11738582,0460,41.910264753,"{'latitude': '41.910264753', 'longitude': '-87.772742112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.772742112,BATTERY,2019-07-05T16:13:31.000,29,1136840,1910389,2019,2019-06-28,08:20:00
2006,2015-06-30,77.0,67.0,57.0,64.0,60.0,53.0,93.0,-,58.0,17.0,-,4.0,29.91,-,29.75,-,0.17,-,False,1424,013XX N MILWAUKEE AVE,JC325373,24,2019-06-28T08:15:00.000,AGGRAVATED,14,False,03,11738463,0330,41.905888849,"{'latitude': '41.905888849', 'longitude': '-87.670449364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLEY,-87.67044936399999,ROBBERY,2019-07-05T16:13:31.000,1,1164696,1908993,2019,2019-06-28,08:15:00
2007,2015-07-01,69.0,62.0,54.0,55.0,51.0,49.0,86.0,-,57.0,14.0,-,4.0,30.0,-,29.92,-,0.0,-,False,1531,049XX W RICE ST,JC326264,25,2019-06-28T08:15:00.000,SIMPLE,15,False,08A,11739013,0560,41.895924477,"{'latitude': '41.895924477', 'longitude': '-87.749290524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.749290524,ASSAULT,2019-07-05T16:13:31.000,37,1143259,1905206,2019,2019-06-28,08:15:00
2008,2015-07-02,69.0,61.0,53.0,55.0,52.0,48.0,93.0,-,59.0,17.0,-,5.0,30.01,-,29.97,-,0.0,-,False,1823,011XX N ORLEANS ST,JC325332,8,2019-06-28T08:08:00.000,SIMPLE,18,False,08A,11738413,0560,41.902614326999995,"{'latitude': '41.902614327', 'longitude': '-87.637408128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NURSING HOME/RETIREMENT HOME,-87.63740812799999,ASSAULT,2019-07-05T16:13:31.000,27,1173700,1907871,2019,2019-06-28,08:08:00
2009,2015-07-03,77.0,66.0,55.0,56.0,53.0,48.0,86.0,-,46.0,12.0,-,0.0,29.99,-,29.91,-,0.0,-,False,1522,052XX W ADAMS ST,JC328776,25,2019-06-28T08:00:00.000,UNLAWFUL ENTRY,15,False,05,11741116,0620,41.878460552,"{'latitude': '41.878460552', 'longitude': '-87.755893934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.755893934,BURGLARY,2019-07-05T16:13:31.000,29,1141504,1898830,2019,2019-06-28,08:00:00
2010,2015-07-04,81.0,70.0,59.0,57.0,56.0,53.0,84.0,-,39.0,10.0,-,0.0,30.03,-,29.94,-,0.0,-,False,823,031XX W 62ND ST,JC326991,66,2019-06-28T08:00:00.000,$500 AND UNDER,8,True,06,11739975,0820,41.780801462,"{'latitude': '41.780801462', 'longitude': '-87.70241253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.70241253,THEFT,2019-07-05T16:13:31.000,16,1156330,1863346,2019,2019-06-28,08:00:00
2011,2015-07-05,83.0,72.0,60.0,62.0,59.0,55.0,90.0,-,46.0,13.0,-,0.0,30.09,-,29.99,-,0.0,-,False,423,029XX E 90TH ST,JC327653,46,2019-06-28T08:00:00.000,CHILD ABUSE,4,True,08B,11740354,1750,41.73188227,"{'latitude': '41.73188227', 'longitude': '-87.553257749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.553257749,OFFENSE INVOLVING CHILDREN,2019-07-05T16:13:31.000,10,1197173,1845854,2019,2019-06-28,08:00:00
2012,2015-07-06,85.0,75.0,64.0,72.0,67.0,61.0,93.0,-,65.0,26.0,-,0.0,30.01,-,29.82,-,0.49,-,False,925,043XX S PRINCETON AVE,JC325579,37,2019-06-28T08:00:00.000,FROM BUILDING,9,False,06,11738568,0890,41.815878016,"{'latitude': '41.815878016', 'longitude': '-87.633556985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","SCHOOL, PUBLIC, BUILDING",-87.633556985,THEFT,2019-07-05T16:13:31.000,3,1175006,1876273,2019,2019-06-28,08:00:00
2013,2015-07-07,71.0,63.0,55.0,69.0,55.0,45.0,93.0,-,48.0,25.0,-,6.0,30.11,-,29.81,-,0.27,-,True,1834,006XX N ST CLAIR ST,JC325314,8,2019-06-28T07:46:00.000,TO LAND,18,False,26,11738431,1330,41.892993568,"{'latitude': '41.892993568', 'longitude': '-87.622707414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.62270741399999,CRIMINAL TRESPASS,2019-07-06T15:59:50.000,42,1177731,1904398,2019,2019-06-28,07:46:00
2014,2015-07-08,67.0,61.0,54.0,58.0,54.0,48.0,93.0,-,63.0,13.0,-,4.0,30.12,-,29.93,-,0.07,-,False,915,034XX S SHIELDS AVE,JC325308,34,2019-06-28T07:30:00.000,OVER $500,9,False,06,11738490,0810,41.832260184,"{'latitude': '41.832260184', 'longitude': '-87.635176558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.635176558,THEFT,2019-07-05T16:13:31.000,11,1174516,1882239,2019,2019-06-28,07:30:00
2015,2015-07-09,77.0,68.0,58.0,59.0,56.0,50.0,97.0,-,41.0,14.0,-,0.0,30.06,-,29.87,-,0.0,-,False,735,073XX S SEELEY AVE,JC326088,67,2019-06-28T07:30:00.000,FORCIBLE ENTRY,7,False,05,11738927,0610,41.76028009,"{'latitude': '41.76028009', 'longitude': '-87.674629385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE-GARAGE,-87.674629385,BURGLARY,2019-07-05T16:13:31.000,17,1163965,1855925,2019,2019-06-28,07:30:00
2016,2015-07-10,83.0,71.0,59.0,60.0,56.0,53.0,100.0,-,37.0,12.0,-,0.0,30.12,-,30.05,-,0.0,-,False,322,0000X E 69TH ST,JC326138,69,2019-06-28T07:30:00.000,AUTOMOBILE,3,False,07,11739248,0910,41.769192787,"{'latitude': '41.769192787', 'longitude': '-87.62291337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.62291337,MOTOR VEHICLE THEFT,2019-07-05T16:13:31.000,6,1178048,1859285,2019,2019-06-28,07:30:00
2017,2015-07-11,78.0,70.0,61.0,67.0,60.0,55.0,90.0,-,50.0,13.0,-,0.0,30.15,-,30.01,-,0.03,-,False,2412,020XX W ARTHUR AVE,JC325368,2,2019-06-28T07:30:00.000,AGGRAVATED: HANDGUN,24,False,04A,11738524,051A,41.999679670999996,"{'latitude': '41.999679671', 'longitude': '-87.681808677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.681808677,ASSAULT,2019-07-05T16:13:31.000,50,1161344,1943147,2019,2019-06-28,07:30:00
