,:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,Date,Time (CT)
1694,37,22538,32,452,217,18,24,39,False,0324,071XX S CORNELL AVE,JC323986,43,$500 AND UNDER,003,False,06,11737158,0820,41.76509198,"{'latitude': '41.76509198', 'longitude': '-87.584749244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.584749244,THEFT,2019-07-03T16:13:23.000,7,1188472,1857879,2019,2019-07-03,16:13:23
1695,35,21546,9,133,224,19,61,41,False,0411,080XX S DORCHESTER AVE,JC323288,45,SIMPLE,004,False,08A,11736482,0560,41.748694075,"{'latitude': '41.748694075', 'longitude': '-87.590557588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.590557588,ASSAULT,2019-07-03T16:13:23.000,8,1186939,1851890,2019,2019-07-03,16:13:23
1697,42,4447,33,379,257,9,33,74,False,2212,115XX S MAPLEWOOD AVE,JC324901,75,TO PROPERTY,022,False,14,11738294,1310,41.68331728,"{'latitude': '41.68331728', 'longitude': '-87.6845708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.6845708,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,19,1161464,1827860,2019,2019-07-03,16:13:23
1699,6,21867,44,293,208,13,58,64,False,0831,065XX S ST LOUIS AVE,JC324097,66,TO VEHICLE,008,False,14,11737225,1320,41.774980048,"{'latitude': '41.774980048', 'longitude': '-87.710318686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.710318686,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,23,1154189,1861209,2019,2019-07-03,16:13:23
1701,43,21861,30,593,253,9,19,72,False,2232,004XX W 100TH PL,JC323768,73,DOMESTIC BATTERY SIMPLE,022,True,08B,11736984,0486,41.71158933,"{'latitude': '41.71158933', 'longitude': '-87.634480502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.634480502,BATTERY,2019-07-03T16:13:23.000,9,1175063,1838269,2019,2019-07-03,16:13:23
1702,36,4446,22,652,73,14,55,37,False,1831,003XX W HUBBARD ST,JC323833,8,ATTEMPT FORCIBLE ENTRY,018,False,05,11738267,0630,41.889959383,"{'latitude': '41.889959383', 'longitude': '-87.635841395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMERCIAL / BUSINESS OFFICE,-87.635841395,BURGLARY,2019-07-03T16:13:23.000,42,1174164,1903263,2019,2019-07-03,16:13:23
1703,36,4452,22,784,91,22,45,29,False,1214,005XX W LAKE ST,JC323287,28,SIMPLE,012,False,08B,11736797,0460,41.885700244,"{'latitude': '41.885700244', 'longitude': '-87.641726854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CTA PLATFORM,-87.641726854,BATTERY,2019-07-03T16:13:23.000,42,1172574,1901698,2019,2019-07-03,16:13:23
1704,8,21867,49,764,269,13,58,61,False,0824,055XX S SACRAMENTO AVE,JC324639,63,FROM BUILDING,008,False,06,11737689,0890,41.792981927,"{'latitude': '41.792981927', 'longitude': '-87.698662648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.698662648,THEFT,2019-07-03T16:13:23.000,16,1157320,1867792,2019,2019-07-03,16:13:23
1705,34,21190,51,745,149,14,16,68,False,1812,004XX W BELDEN AVE,JC323747,7,UNLAWFUL ENTRY,018,False,05,11736903,0620,41.923758863,"{'latitude': '41.923758863', 'longitude': '-87.640173184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.640173184,BURGLARY,2019-07-03T16:13:23.000,43,1172885,1915570,2019,2019-07-03,16:13:23
1706,31,21867,44,383,207,13,58,64,False,0832,068XX S MAPLEWOOD AVE,JC323848,66,UNLAWFUL ENTRY,008,False,05,11737009,0620,41.769420507,"{'latitude': '41.769420507', 'longitude': '-87.6870435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE-GARAGE,-87.6870435,BURGLARY,2019-07-03T16:13:23.000,17,1160553,1859230,2019,2019-07-03,16:13:23
1707,33,22538,32,152,262,18,24,39,False,0331,067XX S CHAPPEL AVE,JC323290,43,DOMESTIC BATTERY SIMPLE,003,True,08B,11736881,0486,41.772878403,"{'latitude': '41.772878403', 'longitude': '-87.575255526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.575255526,BATTERY,2019-07-03T16:13:23.000,5,1191037,1860739,2019,2019-07-03,16:13:23
1709,45,4299,4,600,195,6,5,26,False,1531,050XX W DIVISION ST,JC323406,25,AGGRAVATED: OTHER DANG WEAPON,015,False,04B,11736648,0430,41.902283468,"{'latitude': '41.902283468', 'longitude': '-87.752652483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.752652483,BATTERY,2019-07-03T16:13:23.000,37,1142328,1907517,2019,2019-07-03,16:13:23
1710,22,22212,45,315,263,9,13,74,False,2234,010XX W 111TH ST,JC323985,75,TO PROPERTY,022,False,14,11737089,1310,41.692289426,"{'latitude': '41.692289426', 'longitude': '-87.647852131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMERCIAL / BUSINESS OFFICE,-87.647852131,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,34,1171468,1831207,2019,2019-07-03,16:13:23
1711,36,4446,22,652,73,14,55,37,False,1831,007XX N FRANKLIN ST,JC325793,8,UNLAWFUL ENTRY,018,False,05,11738770,0620,41.895853035,"{'latitude': '41.895853035', 'longitude': '-87.635681772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.635681772,BURGLARY,2019-07-03T16:13:23.000,42,1174190,1905411,2019,2019-07-03,16:13:23
1712,30,4300,23,318,209,13,8,63,False,0833,042XX W 77TH ST,JC327100,65,TO VEHICLE,008,False,14,11739744,1320,41.753790242,"{'latitude': '41.753790242', 'longitude': '-87.728093107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.728093107,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,13,1149395,1853453,2019,2019-07-03,16:13:23
1713,13,21554,18,488,245,9,59,70,True,2221,087XX S PAULINA ST,JC323315,71,UNLAWFUL POSS OF HANDGUN,022,False,15,11736715,143A,41.734392215,"{'latitude': '41.734392215', 'longitude': '-87.66545607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.66545607,WEAPONS VIOLATION,2019-07-03T16:13:23.000,21,1166541,1846511,2019,2019-07-03,16:13:23
1714,37,21202,43,492,246,19,25,44,True,0413,090XX S OGLESBY AVE,JC323278,48,AGGRAVATED: OTHER DANG WEAPON,004,False,04A,11736659,0530,41.730965155,"{'latitude': '41.730965155', 'longitude': '-87.567047545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.567047545,ASSAULT,2019-07-03T16:13:23.000,7,1193412,1845486,2019,2019-07-03,16:13:23
1715,2,22257,19,345,128,23,37,65,True,0715,018XX W GARFIELD BLVD,JC323256,67,DOMESTIC BATTERY SIMPLE,007,False,08B,11736573,0486,41.793598917,"{'latitude': '41.793598917', 'longitude': '-87.669920775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.669920775,BATTERY,2019-07-03T16:13:23.000,15,1165156,1868076,2019,2019-07-03,16:13:23
1716,4,22260,53,402,268,24,60,7,False,0231,002XX E 57TH ST,JC323253,40,TO VEHICLE,002,False,14,11736696,1320,41.791106585,"{'latitude': '41.791106585', 'longitude': '-87.619917534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.619917534,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,20,1178799,1867277,2019,2019-07-03,16:13:23
1717,12,22535,15,55,168,7,39,22,False,1412,028XX N DRAKE AVE,JC323268,21,TELEPHONE THREAT,014,False,08A,11736596,2820,41.93215243,"{'latitude': '41.93215243', 'longitude': '-87.715972627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VEHICLE NON-COMMERCIAL,-87.715972627,OTHER OFFENSE,2019-07-03T16:13:23.000,35,1152235,1918471,2019,2019-07-03,16:13:23
1718,44,4454,39,137,179,6,52,19,True,2512,065XX W DIVERSEY AVE,JC323321,19,RETAIL THEFT,025,False,06,11736672,0860,41.930946496,"{'latitude': '41.930946496', 'longitude': '-87.788962647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEPARTMENT STORE,-87.788962647,THEFT,2019-07-03T16:13:23.000,36,1132377,1917897,2019,2019-07-03,16:13:23
1719,4,22260,53,470,277,18,60,9,False,0312,008XX E 63RD ST,JC323244,42,TO LAND,003,False,26,11736738,1330,41.780415378,"{'latitude': '41.780415378', 'longitude': '-87.605564801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CURRENCY EXCHANGE,-87.605564801,CRIMINAL TRESPASS,2019-07-03T16:13:23.000,20,1182746,1863414,2019,2019-07-03,16:13:23
1720,46,21572,41,584,65,16,30,24,False,1121,034XX W CHICAGO AVE,JC323439,23,TO PROPERTY,011,False,14,11736666,1310,41.895490498,"{'latitude': '41.895490498', 'longitude': '-87.713104635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.713104635,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,27,1153112,1905117,2019,2019-07-03,16:13:23
1721,31,21554,17,573,231,20,59,70,False,0611,078XX S MARSHFIELD AVE,JC323257,71,AGGRAVATED: HANDGUN,006,True,04A,11736576,051A,41.751424348,"{'latitude': '41.751424348', 'longitude': '-87.664674861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.664674861,ASSAULT,2019-07-03T16:13:23.000,17,1166706,1852719,2019,2019-07-03,16:13:23
1722,43,21861,30,593,253,9,19,72,False,2232,004XX W 100TH PL,JC323275,73,DOMESTIC BATTERY SIMPLE,022,False,08B,11738301,0486,41.71158933,"{'latitude': '41.71158933', 'longitude': '-87.634480502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.634480502,BATTERY,2019-07-03T16:13:23.000,9,1175063,1838269,2019,2019-07-03,16:13:23
1723,7,4299,52,565,154,6,5,26,False,2531,058XX W DIVISION ST,JC324710,25,$500 AND UNDER,025,False,06,11737761,0820,41.902058514,"{'latitude': '41.902058514', 'longitude': '-87.771421696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.771421696,THEFT,2019-07-03T16:13:23.000,29,1137219,1907401,2019,2019-07-03,16:13:23
1724,34,21190,51,794,178,5,16,68,False,1935,006XX W ARLINGTON PL,JC323607,7,CREDIT CARD FRAUD,019,False,11,11736757,1150,41.926714681,"{'latitude': '41.926714681', 'longitude': '-87.644782411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOTEL/MOTEL,-87.644782411,DECEPTIVE PRACTICE,2019-07-03T16:13:23.000,43,1171622,1916637,2019,2019-07-03,16:13:23
1725,35,22538,9,188,224,19,24,39,False,0324,016XX E 75TH ST,JC323222,43,SIMPLE,003,True,08A,11736701,0560,41.758776307,"{'latitude': '41.758776307', 'longitude': '-87.585009571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.585009571,ASSAULT,2019-07-03T16:13:23.000,8,1188421,1855577,2019,2019-07-03,16:13:23
1726,19,22254,25,131,15,12,52,15,False,1624,041XX N MC VICKER AVE,JC324501,15,ILLEGAL USE CASH CARD,016,False,11,11737542,1152,41.955707686,"{'latitude': '41.955707686', 'longitude': '-87.778090313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.778090313,DECEPTIVE PRACTICE,2019-07-03T16:13:23.000,38,1135277,1926939,2019,2019-07-03,16:13:23
1728,46,21572,41,584,65,16,30,24,False,1121,006XX N DRAKE AVE,JC323226,23,DOMESTIC BATTERY SIMPLE,011,True,08B,11736471,0486,41.892602831,"{'latitude': '41.892602831', 'longitude': '-87.715005706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.715005706,BATTERY,2019-07-03T16:13:23.000,27,1152602,1904061,2019,2019-07-03,16:13:23
1729,24,4450,46,15,57,2,50,20,False,2011,058XX N CAMPBELL AVE,JC323197,2,$500 AND UNDER,020,True,06,11736474,0820,41.987585834,"{'latitude': '41.987585834', 'longitude': '-87.692010451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.692010451,THEFT,2019-07-03T16:13:23.000,40,1158604,1938719,2019,2019-07-03,16:13:23
1730,4,22260,53,332,206,18,60,9,True,0321,066XX S EVANS AVE,JC323304,42,GAME/DICE,003,False,19,11736512,1661,41.774280307,"{'latitude': '41.774280307', 'longitude': '-87.607049253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.607049253,GAMBLING,2019-07-03T16:13:23.000,20,1182360,1861175,2019,2019-07-03,16:13:23
1731,45,4299,4,585,69,25,5,26,False,1531,010XX N LEAMINGTON AVE,JC323190,25,DOMESTIC BATTERY SIMPLE,015,True,08B,11736743,0486,41.899257545,"{'latitude': '41.899257545', 'longitude': '-87.75447609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.75447609,BATTERY,2019-07-03T16:13:23.000,37,1141839,1906411,2019,2019-07-03,16:13:23
1732,36,14309,22,580,88,22,42,38,False,0114,001XX N MICHIGAN AVE,JC323205,32,RETAIL THEFT,001,False,06,11736798,0860,41.885112119,"{'latitude': '41.885112119', 'longitude': '-87.624484053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.624484053,THEFT,2019-07-03T16:13:23.000,42,1177271,1901522,2019,2019-07-03,16:13:23
1733,10,21192,1,405,122,24,10,8,False,0234,051XX S LAKE PARK AVE,JC323183,41,RETAIL THEFT,002,False,06,11736994,0860,41.80208796,"{'latitude': '41.80208796', 'longitude': '-87.587744343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.587744343,THEFT,2019-07-03T16:13:23.000,4,1187538,1871353,2019,2019-07-03,16:13:23
1734,35,21202,9,492,246,19,25,44,True,0413,090XX S EAST END AVE,JC323335,48,MANU/DELIVER:COCAINE,004,False,18,11736690,2012,41.730621383,"{'latitude': '41.730621383', 'longitude': '-87.582735311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.582735311,NARCOTICS,2019-07-03T16:13:23.000,8,1189131,1845323,2019,2019-07-03,16:13:23
1735,10,4301,1,582,101,24,36,2,False,0212,006XX E 38TH PL,JC323200,36,TO PROPERTY,002,False,14,11736524,1310,41.82485366,"{'latitude': '41.82485366', 'longitude': '-87.611247567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.611247567,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,4,1181060,1879594,2019,2019-07-03,16:13:23
1736,40,21190,16,743,172,5,16,68,False,1931,018XX W FULLERTON AVE,JC323303,7,RETAIL THEFT,019,False,06,11736531,0860,41.925076902,"{'latitude': '41.925076902', 'longitude': '-87.673855622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEPARTMENT STORE,-87.673855622,THEFT,2019-07-03T16:13:23.000,32,1163715,1915978,2019,2019-07-03,16:13:23
1737,45,4299,41,456,66,16,5,24,False,1112,039XX W IOWA ST,JC323132,23,FIRST DEGREE MURDER,011,False,01A,24620,0110,41.89720223,"{'latitude': '41.89720223', 'longitude': '-87.725293698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUTO,-87.725293698,HOMICIDE,2019-07-03T16:13:23.000,37,1149789,1905717,2019,2019-07-03,16:13:23
1738,23,22216,11,69,137,25,32,26,False,1533,002XX S LAVERGNE AVE,JC323191,25,DOMESTIC BATTERY SIMPLE,015,True,08B,11736462,0486,41.878092571,"{'latitude': '41.878092571', 'longitude': '-87.749331743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.749331743,BATTERY,2019-07-03T16:13:23.000,28,1143292,1898708,2019,2019-07-03,16:13:23
1739,36,14309,22,580,87,22,41,38,False,0114,001XX N MICHIGAN AVE,JC323251,32,OVER $500,001,False,06,11737453,0810,41.883981161,"{'latitude': '41.883981161', 'longitude': '-87.624430453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.624430453,THEFT,2019-07-03T16:13:23.000,42,1177289,1901110,2019,2019-07-03,16:13:23
1740,35,21546,31,497,227,20,61,67,False,0624,008XX E 79TH ST,JC323152,44,SIMPLE,006,False,08A,11736475,0560,41.751293082,"{'latitude': '41.751293082', 'longitude': '-87.604724801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.604724801,ASSAULT,2019-07-03T16:13:23.000,8,1183065,1852804,2019,2019-07-03,16:13:23
1741,1,21569,29,262,160,21,57,32,True,1033,028XX W 25TH PL,JC323252,30,UNLAWFUL POSS OTHER FIREARM,010,False,15,11736713,143B,41.8455553,"{'latitude': '41.8455553', 'longitude': '-87.69641469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.69641469,WEAPONS VIOLATION,2019-07-03T16:13:23.000,12,1157791,1886954,2019,2019-07-03,16:13:23
1742,23,21572,11,732,90,16,30,27,False,1113,044XX W WASHINGTON BLVD,JC323512,26,FROM BUILDING,011,False,06,11736716,0890,41.881917199,"{'latitude': '41.881917199', 'longitude': '-87.736356083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL YARD (FRONT/BACK),-87.736356083,THEFT,2019-07-03T16:13:23.000,28,1146816,1900126,2019,2019-07-03,16:13:23
1743,7,22216,52,61,99,25,32,26,False,1522,006XX S CENTRAL AVE,JC323386,25,SIMPLE,015,False,08B,11736548,0460,41.872274452,"{'latitude': '41.872274452', 'longitude': '-87.764581664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOSPITAL BUILDING/GROUNDS,-87.764581664,BATTERY,2019-07-03T16:13:23.000,29,1139153,1896560,2019,2019-07-03,16:13:23
1744,22,22212,45,380,263,9,13,74,False,2234,110XX S ASHLAND AVE,JC324648,75,"TRUCK, BUS, MOTOR HOME",022,False,07,11737663,0915,41.692391269,"{'latitude': '41.692391269', 'longitude': '-87.661848552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.661848552,MOTOR VEHICLE THEFT,2019-07-03T16:13:23.000,34,1167645,1831214,2019,2019-07-03,16:13:23
1745,36,14914,48,92,79,22,46,38,False,0122,002XX W JACKSON BLVD,JC323809,32,FROM BUILDING,001,False,06,11737040,0890,41.878113603,"{'latitude': '41.878113603', 'longitude': '-87.634218691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.634218691,THEFT,2019-07-03T16:13:23.000,42,1174641,1898950,2019,2019-07-03,16:13:23
1746,10,4301,1,165,114,24,36,4,False,0221,006XX E 47TH ST,JC323840,38,TO PROPERTY,002,False,14,11737002,1310,41.809489652,"{'latitude': '41.809489652', 'longitude': '-87.609688819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MEDICAL/DENTAL OFFICE,-87.609688819,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,4,1181532,1873999,2019,2019-07-03,16:13:23
1747,36,14311,22,367,87,22,34,38,False,0112,0000X S MICHIGAN AVE,JC323522,32,FROM BUILDING,001,False,06,11736697,0890,41.881683753,"{'latitude': '41.881683753', 'longitude': '-87.624353027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESTAURANT,-87.624353027,THEFT,2019-07-03T16:13:23.000,42,1177317,1900273,2019,2019-07-03,16:13:23
1748,30,21867,6,333,226,13,58,64,False,0835,073XX S ROCKWELL ST,JC329016,66,TO RESIDENCE,008,False,26,11741266,1365,41.760312162,"{'latitude': '41.760312162', 'longitude': '-87.688018229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.688018229,CRIMINAL TRESPASS,2019-07-03T16:13:23.000,18,1160312,1855909,2019,2019-07-03,16:13:23
1749,37,21202,43,527,249,19,25,48,False,0431,099XX S CALHOUN AVE,JC323917,51,AUTOMOBILE,004,False,07,11737048,0910,41.714425542,"{'latitude': '41.714425542', 'longitude': '-87.562178614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STREET,-87.562178614,MOTOR VEHICLE THEFT,2019-07-03T16:13:23.000,7,1194795,1839471,2019,2019-07-03,16:13:23
1750,42,4447,33,264,254,9,33,73,False,2211,034XX W 111TH ST,JC326220,74,TO PROPERTY,022,False,14,11739028,1310,41.691460625,"{'latitude': '41.691460625', 'longitude': '-87.707496862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.707496862,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,19,1155180,1830781,2019,2019-07-03,16:13:23
1751,45,22216,4,673,67,25,32,26,False,1524,054XX W CHICAGO AVE,JC323232,25,RETAIL THEFT,015,False,06,11737403,0860,41.894884155,"{'latitude': '41.894884155', 'longitude': '-87.761233398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.761233398,THEFT,2019-07-03T16:13:23.000,37,1140010,1904805,2019,2019-07-03,16:13:23
1753,13,21554,18,1,236,20,59,40,False,0622,002XX W 87TH ST,JC323759,44,AUTOMOBILE,006,False,07,11736907,0910,41.736126864,"{'latitude': '41.736126864', 'longitude': '-87.629184056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKING LOT/GARAGE(NON.RESID.),-87.629184056,MOTOR VEHICLE THEFT,2019-07-03T16:13:23.000,21,1176436,1847222,2019,2019-07-03,16:13:23
1754,31,21554,6,573,231,20,59,70,False,0611,076XX S WINCHESTER AVE,JC324396,71,OVER $500,006,False,06,11737507,0810,41.755089543,"{'latitude': '41.755089543', 'longitude': '-87.672054688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.672054688,THEFT,2019-07-03T16:13:23.000,17,1164682,1854039,2019,2019-07-03,16:13:23
1755,37,21202,47,174,255,19,25,48,False,0434,105XX S OGLESBY AVE,JC323259,51,HARASSMENT BY ELECTRONIC MEANS,004,True,26,11736466,2826,41.704059354,"{'latitude': '41.704059354', 'longitude': '-87.565733832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.565733832,OTHER OFFENSE,2019-07-03T16:13:23.000,7,1193858,1835685,2019,2019-07-03,16:13:23
1756,36,14311,22,367,93,22,34,38,False,0112,0000X S STATE ST,JC323168,32,RETAIL THEFT,001,False,06,11736658,0860,41.88171846,"{'latitude': '41.88171846', 'longitude': '-87.627760426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMALL RETAIL STORE,-87.627760426,THEFT,2019-07-03T16:13:23.000,42,1176389,1900278,2019,2019-07-03,16:13:23
1757,4,22260,53,27,273,18,60,9,False,0314,064XX S WOODLAWN AVE,JC323241,42,THEFT OF LOST/MISLAID PROP,003,False,11,11736660,1220,41.778234008,"{'latitude': '41.778234008', 'longitude': '-87.596148827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.596148827,DECEPTIVE PRACTICE,2019-07-05T16:04:22.000,20,1185321,1862641,2019,2019-07-05,16:04:22
1758,15,21867,23,773,271,13,58,60,False,0813,058XX S KOSTNER AVE,JC323143,62,SIMPLE,008,False,08B,11736488,0460,41.786976965,"{'latitude': '41.786976965', 'longitude': '-87.732778884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PROPERTY,-87.732778884,BATTERY,2019-07-03T16:13:23.000,13,1148032,1865537,2019,2019-07-03,16:13:23
1759,14,21569,36,157,130,21,57,30,False,1024,019XX S ST LOUIS AVE,JC327670,29,CREDIT CARD FRAUD,010,False,11,11740378,1150,41.85464961,"{'latitude': '41.85464961', 'longitude': '-87.712420212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTHER,-87.712420212,DECEPTIVE PRACTICE,2019-07-03T16:13:23.000,24,1153406,1890236,2019,2019-07-03,16:13:23
1760,39,22616,37,636,4,5,15,31,True,1914,045XX N MARINE DR,JC323155,3,SIMPLE,019,False,08B,11736499,0460,41.964515735,"{'latitude': '41.964515735', 'longitude': '-87.648372364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PROPERTY,-87.648372364,BATTERY,2019-07-03T16:13:23.000,46,1170535,1930404,2019,2019-07-03,16:13:23
1761,46,21184,48,5,136,15,28,29,False,1231,017XX W TAYLOR ST,JC323124,28,$500 AND UNDER,012,True,06,11736428,0820,41.869201889,"{'latitude': '41.869201889', 'longitude': '-87.670589881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOSPITAL BUILDING/GROUNDS,-87.670589881,THEFT,2019-07-03T16:13:23.000,27,1164761,1895624,2019,2019-07-03,16:13:23
1762,17,22254,7,82,177,6,52,19,False,2514,056XX W GEORGE ST,JC323150,19,TO PROPERTY,025,False,14,11736502,1310,41.933092989,"{'latitude': '41.933092989', 'longitude': '-87.766941349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENCE,-87.766941349,CRIMINAL DAMAGE,2019-07-03T16:13:23.000,31,1138364,1918718,2019,2019-07-03,16:13:23
1763,14,21569,36,761,155,21,57,30,True,1011,012XX S KEELER AVE,JC323151,29,POSS: HEROIN(WHITE),010,False,18,11736447,2024,41.865495558,"{'latitude': '41.865495558', 'longitude': '-87.730047459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SIDEWALK,-87.730047459,NARCOTICS,2019-07-03T16:13:23.000,24,1148576,1894154,2019,2019-07-03,16:13:23
1764,8,22248,49,640,103,13,56,55,False,0821,043XX S ST LOUIS AVE,JC323136,58,SIMPLE,008,True,08A,11736492,0560,41.814896088,"{'latitude': '41.814896088', 'longitude': '-87.711399344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APARTMENT,-87.711399344,ASSAULT,2019-07-03T16:13:23.000,14,1153789,1875752,2019,2019-07-03,16:13:23
